"""EMN""","""Eastman Chemical """,75.42,"""10/20/2014""","""2:53pm""","""+0.28 - +0.37%""","1349037
"
"""EMR""","""Emerson Electric """,60.915,"""10/20/2014""","""2:53pm""","""-0.305 - -0.50%""","2297073
"
"""EOG""","""EOG Resources"," In""",92.71,"""10/20/2014""","""2:53pm""","""+1.49 - +1.63%""","3161572
"
"""EQR""","""Equity Residentia""",66.80,"""10/20/2014""","""2:53pm""","""+0.90 - +1.37%""","1162547
"
"""EQT""","""EQT Corporation C""",83.02,"""10/20/2014""","""2:53pm""","""-0.40 - -0.48%""","914255
"
"""ESRX""","""Express Scripts H""",71.245,"""10/20/2014""","""2:53pm""","""+0.505 - +0.71%""","1487045
"
"""ESS""","""Essex Property Tr""",189.37,"""10/20/2014""","""2:53pm""","""+2.66 - +1.42%""","158569
"
"""ESV""","""Ensco plc Class A""",38.15,"""10/20/2014""","""2:53pm""","""+0.37 - +0.98%""","3643456
"
"""ETFC""","""E*TRADE Financial""",20.339,"""10/20/2014""","""2:53pm""","""+0.219 - +1.09%""","2660544
"
"""ETN""","""Eaton Corporation""",60.9101,"""10/20/2014""","""2:53pm""","""-0.5299 - -0.86%""","1738906
"
"""ETR""","""Entergy Corporati""",79.76,"""10/20/2014""","""2:53pm""","""+0.43 - +0.54%""","809572
"
"""EW""","""Edwards Lifescien""",101.29,"""10/20/2014""","""2:53pm""","""+2.29 - +2.31%""","598569
"
"""EXC""","""Exelon Corporatio""",34.95,"""10/20/2014""","""2:54pm""","""+0.57 - +1.66%""","2550858
"
"""EXPD""","""Expeditors Intern""",39.64,"""10/20/2014""","""2:54pm""","""+0.04 - +0.10%""","617478
"
"""EXPE""","""Expedia"," Inc.""",76.89,"""10/20/2014""","""2:54pm""","""+2.32 - +3.11%""","1585759
"
"""F""","""Ford Motor Compan""",14.111,"""10/20/2014""","""2:54pm""","""+0.091 - +0.65%""","13926406
"
"""FAST""","""Fastenal Company""",41.25,"""10/20/2014""","""2:54pm""","""+0.16 - +0.39%""","990952
"
"""FB""","""Facebook"," Inc.""",76.74,"""10/20/2014""","""2:54pm""","""+0.79 - +1.04%""","27156560
"
